,EWE,ENGLISH
7791,"Egblɔ be: ""Medina vevie be afɔku aɖe nadzɔ ɖe dzinye maku.","""My greatest wish is to be killed in an accident, "" she says."
7792,"Ku va zu nye velia, ke menye nye futɔ o. ""","""I’ve come to view death as a friend not an enemy. """
7793,"Ame geɖe sena le wo ɖokuiwo me abe Diana ene, eye wo dometɔ aɖewo hã susui alo tee kpɔ be yewoawu yewo ɖokui.","Many people can relate to Diana’s feelings, and some of them have contemplated or attempted suicide."
7794,"Ke hã, numekulawo gblɔ be le ame siwo tee kpɔ be yewoawu yewo ɖokui ƒe akpa gãtɔ gome la, menye ɖe wodi ŋutɔŋutɔ be yewoaɖe yewoƒe agbe ɖa o.","Experts point out, however, that most people who try to kill themselves do not really want to end their life; they merely want to end their suffering."
7795,"Kpuie ko la, wokpɔe be susu aɖe le yewo si si ta wòle be yewoawu yewo ɖokui ɖo.","In short, they believe that they have a reason to die; what they need is a reason to live."
7796,Eya ta nu si hiã koe nye be woakpe ɖe wo ŋu woakpɔe be susu aɖewo li siwo tae wòle be woayi edzi anɔ agbe.,Why go on?
7797,Nu ka tae wòle be nàyi edzi anɔ agbe ɖo?,Consider three reasons to keep living.
7798,ALAKPANYA: Nuƒoƒo tso ameɖokuiwuwu ŋu alo nya ma yɔyɔ ɖeɖe dzaa gɔ̃ hã nana be amewo dina be yewoatee kpɔ.,MYTH: Talking about suicide or even using the word encourages people to try it.
7799,NYATEƑENYA: Nuƒoƒo tso ameɖokuiwuwu ŋu nana be ame si di be yeawu ye ɖokui la bua eƒe kuxia gbɔ kpɔnu bubuwo ŋu.,FACT: Bringing the topic out into the open often helps a person with suicidal thoughts to consider other options.
7800,Ne Agbea Wu Tsɔtsɔ Na Wò,When Life Seems Unbearable
7801,"NE NUWO le yiyim nyuie la, agbea vivina.",LIFE can be pure bliss​ when all goes well.
7802,Ke ne nɔnɔmeawo wɔe be agbea wu tsɔtsɔ na wò ya ɖe?,But what if circumstances make your life seem unbearable?
7803,"Le kpɔɖeŋu me, esi ahom sesẽ aɖe gblẽ Sally si le Amerika ƒe nunɔamesi akpa gãtɔ dome la, egblɔ be: ""Nyemagate ŋu ado dzi o.","For instance, Sally, in the United States, who lost most of her possessions in a hurricane, explains: ""I didn’t know how much more I could take."
7804,"Zi geɖe la, mesena le ɖokuinye me be eglom azɔ. ""","Many days I felt that I was near the breaking point. """
7805,Ke ne wò ame vevi aɖee ku ya ɖe?,Or what if a loved one dies?
7806,"Janice si le Australia gblɔ be: ""Esi vinyeŋutsu eveawo ku la, metɔtɔ ale gbegbe be nyemegava nɔ ta kpɔm na naneke o.","Janice, in Australia, says: ""When I lost both my sons, I had to gather the fragments of my shattered life and reassemble them as best I could."
7807,Meɖe kuku na Mawu be: ‘Meɖe kuku nyemagate ŋu ado dzi atsɔe o!,"I begged God: ‘Please, my heart can’t take any more!"
7808,Na maku kpoo.,Just let me sleep.
7809,"Nyemedi be maganɔ agbe o.’ ""","I don’t want to wake up again.’ """
7810,"Le Daniel gome la, esi srɔ̃a to ete la, eƒe dzi gbã ale gbegbe.","Daniel, on the other hand, was devastated when his wife was unfaithful."
7811,"Egblɔ be: ""Esi srɔ̃nye gblɔ nam be yewɔ ahasi la, ɖeko wònɔ abe ɖe woƒo hɛ̃ ɖe nye dzi me ene.","He explains: ""When my wife confessed that she had been unfaithful, it was like a knife pierced my heart."
7812,"Mese veve enuenu hena ɣleti geɖe. ""","I felt this physical pain stabbing me again and again​ and it lasted several months. """
7813,Gbetakpɔxɔ sia aƒo nu tso nu siwo nàwɔ be nàyi edzi anɔ agbe,This issue of The Watchtower will consider how life can be worth living even when
7814,Ne afɔku aɖe dzɔ,Disaster strikes
7815,Ne wò ame vevi aɖe ku,A loved one dies
7816,Ne srɔ̃wò wɔ ahasi,A spouse is unfaithful
7817,Ne dɔléle sesẽ aɖe dze dziwò,You are dealing with a serious illness
7818,Ne agbea wu tsɔtsɔ na wò,Life becomes unbearable
7819,"Gake gbã la, nu kae akpe ɖe mía ŋu míado dzi ne afɔku aɖe dzɔ?","So, first, how can we cope when disaster strikes?"
7820,Sɔhɛwo Ƒe Blanuiléledɔ Nu Ka Gbɔe Wotso?,Teen Depression Why?
7821,Nu Kae Akpe Ðe Wo Ŋu?,What Can Help?
7822,"ANNA gblɔ be: ""Ne nane te ɖe dzinye melé blanui vie la, naneke wɔwɔ medzroam o, nyemedina be mawɔ nu siwo melɔ̃a wɔwɔ zi geɖe la gɔ̃ hã o.","""WHEN I have a bout of depression, "" says Anna, ""I have no motivation to do anything, not even the things I usually love to do."
7823,Alɔ̃ koe medina be madɔ.,All I want to do is sleep.
7824,"Ewɔna nam be womelɔ̃m o, nyemeɖi naneke o eye mezu agba na amewo. ""","I often feel that I am unlovable, worthless, and a burden to others. """
7825,"Julia hã gblɔ be: ""Mebui kpɔ be mawu ɖokuinye.","""I thought about suicide, "" recalls Julia."
7826,Evɔ menye ɖe medi be maku ŋutɔŋutɔ o.,"""I didn’t really want to die."
7827,Ðeko medi be ale si menɔ sesem le ɖokuinye me la nu natso.,I just wanted to stop feeling this way.
7828,"Metsɔa ɖe le eme na amewo ŋutɔ, gake ne melé blanui la, nyemegatsɔa ɖeke le eme na ame aɖeke loo alo na naneke o. ""","I’m normally a caring person, but when I’m depressed, I care little about anyone or anything. """
7829,Ðeko Anna kple Julia ɖo woƒe sɔhɛ me teti koe nye ma blanuiléledɔ ɖe fu na wo zi gbãtɔ.,Anna and Julia were in their early teens when they first experienced depression.
7830,"Togbɔ be sɔhɛwo tea ŋu léa blanui vie ɣeaɖewoɣi hã, Anna kple Julia ƒe blanuilélea ya xɔ kwasiɖa aɖewo alo ɣleti aɖewo gɔ̃ hã.","While other young people might occasionally feel down, Anna and Julia had periods of depression that persisted for weeks or months at a time."
7831,"Anna gblɔ be: ""Ðeko wòle abe nàxaxa ɖe do globoo doviviti aɖe si me màte ŋu ado le o me ene.","""It’s like being stuck in a deep, dark hole with no way out, "" Anna says."
7832,"Awɔ na wò abe ɖe wò tagbɔ le gbegblẽm eye mègale ame me o ene. ""","""You feel like you are losing your mind, losing who you are. """
7833,Menye Anna kple Julia koe kuxi sia ɖea fu na o.,Anna and Julia’s situation is not uncommon.
7834,"Sɔhɛ geɖewo va le blanuiléledɔ lém fifia ŋutɔ, eya ta Xexea Me Lãmesẽ Habɔbɔ ka nya ta be, ""blanuiléle koŋ gbɔe wòtsona be ŋutsuvi kple nyɔnuvi siwo xɔ tso ƒe 10 va se ɖe 19 la ƒe lãme gblẽna, wogbɔdzɔna eye woƒe susu mewɔa dɔ nyuie o. ""","The diagnosis of depression among the young appears to be increasing at an alarming rate, and depression is ""the predominant cause of illness and disability for both boys and girls aged 10 to 19 years, "" says the World Health Organization (WHO)."
7835,"Blanuiléledɔ ƒe dzesi siwo ate ŋu adze le ɖevi si le sɔhɛ me ɖom ŋu ƒe ɖewoe nye alɔ̃dɔdɔ fũu, alɔ̃madɔmadɔ nyuie, nuɖuɖu fũu akpa, numaɖumaɖu nyuie kple lolo alo kuɖiɖi.","The symptoms of depression can appear during adolescence and may include changes in sleep patterns, appetite, and weight."
7836,"Bubuwo hã ate ŋu anye dzodzodzoetsitsi, mɔkpɔkpɔbuɖeame, nuxaxa kple sese le ame ɖokui me be yemeɖi naneke o.","Feelings of despair, hopelessness, sadness, and worthlessness may also appear."
7837,"Ðewo hãe nye ame ɖokui ɖeɖe ɖe aga, susu ƒe nu ŋu manɔmanɔ alo nuŋlɔbe, ame ɖokui wuwu ƒe susuwo alo nuwɔna kple nɔnɔme siwo ŋu ɖɔktawo menya nu tsoe o.","Other signs include social withdrawal, trouble concentrating or remembering, suicidal thoughts or actions, and medically unexplained symptoms."
7838,Dzesi aɖewo siwo dzena le ame ŋu hena kwasiɖawo eye wonana ame ƒe gbe sia gbe nuwɔna trɔna dzie tagbɔdɔdalawo nɔa te ɖo ƒoa nya ta be blanuiléledɔe le fu ɖem na ame.,"When mental-health professionals suspect depression, they usually look for groups of symptoms that persist for weeks and that disrupt a person’s everyday life."
7839,NU SIWO GBƆ SƆHƐWO ƑE BLANUILÉLEDƆ ATE ŊU ATSO,POSSIBLE CAUSES OF TEEN DEPRESSION
7840,"Xexea Me Lãmesẽ Habɔbɔa gblɔ be: ""Nu siwo me ame to, nu siwo dome wònyi kple nu siwo ŋu wòbuna gbɔe blanuiléledɔ tsona. ""","According to WHO, ""depression results from a complex interaction of social, psychological and biological factors. """
7841,Esiawo dometɔ aɖewoe nye:,These may include the following.
7842,"Ƒome si me ame tso, atike muamewo zazã.",Physical factors.
7843,"Abe ale si wòle le Julia gome ene la, blanuiléledɔ le ƒome aɖewo me si wɔnɛ be zi geɖe la, ƒome mawo me tɔwo tea ŋu léa dɔa.","As was true in Julia’s case, depression often runs in families, suggesting that genetics can play a role, perhaps affecting chemical activity in the brain."
7844,Nu bubu siwo hã gbɔ dɔa tsonae nye dzidɔ alo ʋukamedɔléle aɖewo siwo nana lãmetsi aɖewo mewɔa dɔ nyuie o kple atikemuamewo zazã ɣeyiɣi didi hã ate ŋu ana dɔa nanyra.,"Other physical risk factors include cardiovascular disease and changing hormone levels, as well as ongoing substance abuse, which may intensify depression, if not give rise to it."
7845,Nuteɖeamedzi.,Stress.
7846,"Megblẽ naneke ne nu te ɖe sɔhɛ aɖe dzi vie o, gake ne nu te ɖe edzi ɣeyiɣi didi alo vevie la, ate ŋu agblẽ nu le eƒe ametia kple susua ŋu, esia wɔnɛ be ɣeaɖewoɣia sɔhɛ siwo le seselelãmekuxiwo me tom xoxo, alo esiwo blanuiléledɔ le ƒome na la nalé dɔa.","While a little stress can be healthy, chronic or excessive stress can be physically and psychologically harmful, sometimes to the point of plunging a susceptible, or biologically vulnerable, teen into depression."
7847,"Togbɔ be ele alea hãa, ame aɖeke menya nu si gbɔ tututu blanuiléledɔ tsona o, ɖewohĩ nu geɖewo gbɔe wòtsona abe ale si míegblɔe va yi ene.","That said, the exact causes of depression remain unclear and may involve a combination of factors, as mentioned earlier."
7848,"Nu siwo nana nu tena ɖe ame dzi wòléa blanui ate ŋu anye ame dzilawo ƒe wo nɔewo gbegbe alo kaklã ɖa, ame vevi ƒe ku, ameƒoƒo alo ame gbɔ dɔdɔ sesẽe, afɔku sesẽ aɖe dzedze, dɔléle alo ne ɖevi aɖe menyaa nu o, eye vevietɔ ne ɖevia sena le eɖokui me be wometsɔa ɖeke le eme na ye o.","Stress-related factors linked to depression may include parental divorce or separation, the death of a loved one, physical or sexual abuse, a serious accident, illness, or a learning disability especially if a child feels rejected as a result."
7849,"Nu bubu hã ate ŋu anye ne dzilawo kpɔa mɔ be wo vi aɖe nawɔ nu siwo gbɔ eƒe ŋutete ŋu, ɖewohĩ le eƒe agbalẽsrɔ̃nyawo me.","A related factor may be unrealistically high parental expectations, perhaps in regard to scholastic achievement."
7850,"Ðewo hãe nye ne wowɔa ŋlɔmi le ame ŋu, ne ame tsi dzi ɖe etsɔme ŋu kple ame dzila si le blanuiléledɔ lém la ƒe nuwɔwɔ ɖe ame ŋu tramatrama.","Other possible causes are bullying, uncertainty about the future, emotional estrangement by a depressed parent, and parental unpredictability."
7851,"Ne ɖevi aɖe lé blanui le nu siawo dometɔ aɖe ta la, nu kae ate ŋu akpe ɖe eŋu?","If depression results, what may help a teen to cope?"
7852,LÉ BE NA WÒ AMETIA KPLE WÒ SUSU,CARE FOR YOUR MIND AND BODY
7853,Wotea ŋu tsɔa atike aɖewo siwo tagbɔdɔléleŋutinunyalawo nana kple woƒe aɖaŋuɖoɖowo léa blanuiléledɔ si nu sẽ la nu.,Moderate to severe depression is usually managed with medication and counseling by a mental-health professional.
7854,"Yesu Kristo gblɔ be: ""Ame siwo le lãmesẽ me la mehiã gbedala o, negbe ame siwo le dɔ lém ko. ""","Jesus Christ said: ""Those who are strong do not need a physician, but those who are ill do. """
7855,"(Marko 2:17) Eya ta dɔléle ate ŋu aɖe fu na míaƒe ametia ƒe akpa sia akpa, ate ŋu aɖe fu na míaƒe susu hã!","(Mark 2:17) And illness can affect any part of our body, including our brain!"
7856,Anyo hã be míaɖe asi le agbe aɖewo siwo míenɔna tsã la ŋu le esi susua kple ametiae wɔa dɔ aduadu ta.,Lifestyle changes may also be advisable because our mind and body are closely connected.
7857,"Ne èle blanuiléledɔ lém la, dze agbagba nànɔ nu siwo ana wò susu nawɔ dɔ nyuie eye nànɔ lãmesẽ me la wɔm.","If you suffer from depression, take reasonable measures to care for your physical and mental health."
7858,"Le kpɔɖeŋu me, ɖu nu siwo me amenyinu le, dɔ alɔ̃ wòasu wò nyuie eye nànɔ kame dem edziedzi.","For instance, eat wholesome meals, get sufficient sleep, and exercise regularly."
7859,"Kamedede nana lãmetsi siwo nana dzi dzɔa ame dzana ɖe lãme na ame, enana ŋusẽ ɖoa ame ŋu eye wònana wodɔa alɔ̃ nyuie.","Exercise releases chemicals that can lift your mood, increase your energy, and improve your sleep."
7860,"Ne anya wɔ la, dze agbagba nàde dzesi nu siwo hoa dɔ sia na wò eye nàwɔ nu siwo nàtsɔ alé enu la ŋuti ɖoɖo ɖi.","If possible, try to recognize triggers and early warning signs of a depressive mood and create a suitable plan of action."
7861,Gblɔ wò dɔlélea ŋu nya na ame aɖe si dzi nèka ɖo.,Confide in someone you trust.
7862,Wò ƒomea me tɔwo kple xɔlɔ̃wo ƒe alɔdodo wò ate ŋu akpe ɖe ŋuwò nànɔ te ɖe dɔlélea nu eye ɖewohĩ ana wòaka ɖe eme na wò gɔ̃ hã.,"A supportive network of close family members and friends may help you to cope more effectively with your depression, possibly reducing symptoms."
7863,Ŋlɔ nu siwo vaa susu me na wò kple wò seselelãmewo ɖe agbalẽ aɖe me nu siae kpe ɖe Julia si ƒe nya míegblɔ va yi la ŋu.,"Record your thoughts and feelings in a journal a practice that helped Julia, quoted earlier."
7864,"Vevietɔ wu la, kpɔ egbɔ be wò kple Mawu dome le nyuie.","Above all, be sure to address your spiritual need."
7865,Esia ate ŋu ana mɔkpɔkpɔ nasu asiwò le agbe me geɖe wu.,This can greatly improve your outlook on life.
7866,"Yesu Kristo gblɔ be: ""Dzidzɔtɔwoe nye ame siwo nyae be gbɔgbɔmenuwo hiã yewo. ""","Jesus Christ said: ""Happy are those conscious of their spiritual need. """
7867,Mateo 5:3.,Matthew 5:3.
7868,"Nyɔnuvi sɔhɛ aɖe le nu ɖum kple edzilawo, ele kame dem, eye wòmlɔ anyi","A teenage girl has a meal with her parents, exercises, and sleeps"
7869,"Ðu nu siwo me amenyinu le, dɔ alɔ̃ wòasu wò nyuie eye nànɔ kame dem edziedzi","Eat well, stay active, and get sufficient sleep"
7870,Nyɔnuvi sɔhɛ aɖe le Biblia xlẽm,A teenage girl reads the Bible
7871,"Ðu nu siwo me amenyinu le, de kame edziedzi eye dɔ alɔ̃ nyuie, Ne wò kple Mawu dome le nyuie la, ana wò dzi nadze eme",You can find comfort by satisfying your spiritual need
7872,Anna kple Julia siaa ɖo kpe Yesu ƒe nya mawo dzi.,Both Anna and Julia attest to Jesus’ words.
7873,"Anna gblɔ be: ""Dɔ siwo ku ɖe mawusubɔsubɔ ŋu wɔwɔ nana nye susu nɔa ame bubuwo hã ŋu ke menye nye kuxiwo ɖeɖe ko ŋu o.","Anna says: ""Spiritual activities make me focus on other people, not just on my own problems."
7874,"Esia wɔwɔ menɔa bɔbɔe ɣesiaɣi o gake ne mewɔea enana mekpɔa dzidzɔ. ""","That isn’t always easy, but I am much happier as a result. """
7875,Gbedodoɖa kple Biblia xexlẽ ye faa akɔ na Julia.,Julia finds comfort in prayer and Bible reading.
7876,"Egblɔ be: ""Nye dzimenyawo gbɔgblɔ na Mawu le gbedodoɖa me nana meɖea dzi ɖi.","""Pouring out my heart to God in prayer calms me, "" she says."
7877,Biblia kpe ɖe ŋunye mekpɔe be mexɔ asi le Mawu ŋkume eye be eléa be nam.,"""And the Bible helps me to see that I am valuable in God’s eyes and that he really cares about me."
7878,"Biblia xexlẽ na kakaɖedzi su asinye ɖe etsɔme ŋu. ""","Bible reading also gives me a positive view of the future. """
7879,"Esi Yehowa Mawue wɔ mí ta la, ese ale si hehe si míexɔ, míaƒe agbemenuteƒekpɔkpɔwo kple nu siwo dome míenyi kpɔa ŋusẽ ɖe míaƒe agbenɔnɔ kple seselelãme dzii la gɔme bliboe.","As our Creator, Jehovah God fully understands how our upbringing, experiences in life, and genetic makeup influence our outlook and emotions."
7880,Eya ta etea ŋu naa kpekpeɖeŋu kple akɔfafa si míehiã la mí ɣeaɖewoɣi to mía havi amegbetɔ siwo sea veve ɖe ame nu hesea nu gɔme na ame dzi.,"He is therefore able to supply needed support and comfort, perhaps doing so through compassionate and understanding fellow humans."
7881,"Azɔ hã, ɣeyiɣi aɖe gbɔna si Mawu ada míaƒe dɔlélewo katã na mí.","Moreover, the time will come when God will heal us of all our illnesses, physical or mental."
7882,"Yesaya 33:24 gblɔ be: ""Dua me tɔ aɖeke magblɔ be, ‘Mele dɔ lém o.’ ""","""No resident will say: ‘I am sick,’ "" says Isaiah 33:24."
7883,"Ɛ̃, Biblia do ŋugbe be Mawu ""atutu aɖatsi sia aɖatsi ɖa le [míaƒe] ŋkume, eye ku maganɔ anyi akpɔ o, konyifafa kple ɣlidodo kpakple vevesese hã maganɔ anyi o. ""","Yes, the Bible promises that God ""will wipe out every tear from [our] eyes, and death will be no more, neither will mourning nor outcry nor pain be anymore. """
7884,(Nyaɖeɖefia 21:4) Nya sia faa akɔ henaa kakaɖedzi ame lo!,(Revelation 21:4) How comforting and reassuring that is!
7885,"Ne èdi be yeasrɔ̃ nu geɖe tso Mawu ƒe tameɖoɖo na amegbetɔ ŋu la, ekema míeɖe kuku yi jw.org nyatakakadzraɖoƒea.","If you would like to learn more about God’s purpose for mankind and the earth, please visit us at jw.org."
7886,Àkpɔ Biblia nyui aɖe kple nyati gbogbo siwo ƒo nu tso nu vovovo siwo dome blanuiléledɔ hã le la ŋu le afi ma.,"There you will find an excellent online Bible, as well as articles on a broad range of topics, including depression."
7887,Nu Siwo Dzilawo Ate Ŋu Awɔ,What Parents Can Do
7888,"Dzilawo, minyae be esesẽna na sɔhɛ siwo lé blanui be woagblɔ ale si wole sesem le wo ɖokuiwo me eye ɖewohĩ womase nu si le fu ɖem na wo la gɔme o.",Recognize that depressed teens may find it hard to express their feelings or may not understand what is happening to them.
7889,Anɔ eme be womanya gɔ̃ hã be blanuiléledɔe le fu ɖem na yewo o.,They may not even be aware of the symptoms of depression.
7890,"Sɔhɛ siwo blanuiléledɔ le fu ɖem na ƒe nuwɔna toa vovo na ame tsitsi siwo le dɔ ma lém la tɔ, eya ta nɔ ŋudzɔ ɖe tɔtrɔ siwo ava viwòa ƒe nuwɔnawo, eƒe nuɖuɖu, eƒe dzidzɔkpɔkpɔ, alɔ̃dɔdɔ alo hadomenuwɔnawo me la ŋu, vevietɔ ne tɔtrɔawo li hena kwasiɖa geɖewo.","Teens tend to express their depression in ways different from those of adults, so be alert to major changes in your child’s behavior, eating habits, moods, sleep patterns, or social interactions especially if the changes persist for weeks."
